id,timestamp,total_vehicles,car,motorcycle,bike,truck,bus,camera_id,name,position,direction,date,time,hour,minute,period
1687,2025-03-26 18:00:03+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:03,18,0,PM
1688,2025-03-26 18:00:03+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:03,18,0,PM
1689,2025-03-26 18:00:03+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:03,18,0,PM
1690,2025-03-26 18:00:03+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:03,18,0,PM
1691,2025-03-26 18:00:03+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:03,18,0,PM
1692,2025-03-26 18:00:04+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:04,18,0,PM
1693,2025-03-26 18:00:04+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:04,18,0,PM
1694,2025-03-26 18:00:04+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:04,18,0,PM
1695,2025-03-26 18:00:04+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:04,18,0,PM
1696,2025-03-26 18:00:04+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:04,18,0,PM
1697,2025-03-26 18:00:04+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:04,18,0,PM
1698,2025-03-26 18:00:04+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:04,18,0,PM
1699,2025-03-26 18:00:04+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:04,18,0,PM
1700,2025-03-26 18:00:04+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:04,18,0,PM
1701,2025-03-26 18:00:05+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:05,18,0,PM
1702,2025-03-26 18:00:05+00:00,15,11,0,0,1,3,1,cam1,rua abc,N,2025-03-26,18:00:05,18,0,PM
1703,2025-03-26 18:00:05+00:00,16,11,0,0,2,3,1,cam1,rua abc,N,2025-03-26,18:00:05,18,0,PM
1704,2025-03-26 18:00:05+00:00,16,11,0,0,2,3,1,cam1,rua abc,N,2025-03-26,18:00:05,18,0,PM
1705,2025-03-26 18:00:05+00:00,16,11,0,0,2,3,1,cam1,rua abc,N,2025-03-26,18:00:05,18,0,PM
1706,2025-03-26 18:00:05+00:00,16,11,0,0,2,3,1,cam1,rua abc,N,2025-03-26,18:00:05,18,0,PM
1707,2025-03-26 18:00:05+00:00,17,12,0,0,2,3,1,cam1,rua abc,N,2025-03-26,18:00:05,18,0,PM
1708,2025-03-26 18:00:05+00:00,17,12,0,0,2,3,1,cam1,rua abc,N,2025-03-26,18:00:05,18,0,PM
1709,2025-03-26 18:00:05+00:00,17,12,0,0,2,3,1,cam1,rua abc,N,2025-03-26,18:00:05,18,0,PM
1710,2025-03-26 18:00:05+00:00,17,12,0,0,2,3,1,cam1,rua abc,N,2025-03-26,18:00:05,18,0,PM
1711,2025-03-26 18:00:06+00:00,17,12,0,0,2,3,1,cam1,rua abc,N,2025-03-26,18:00:06,18,0,PM
1712,2025-03-26 18:00:06+00:00,17,12,0,0,2,3,1,cam1,rua abc,N,2025-03-26,18:00:06,18,0,PM
